inst,variant,params,short_train0_days,short_train0_n,short_train0_Rday,short_train0_t,short_train0_maxDD,short_held0_days,short_held0_n,short_held0_Rday,short_held0_t,short_held0_maxDD,short_win_days,short_win_n,short_win_Rday,short_win_t,short_win_maxDD,final_days,final_n,final_Rday,final_t,final_maxDD,stress_days,stress_n,stress_Rday,stress_t,stress_maxDD,pre2024_Rday,since2024_Rday,R_2016,R_2017,R_2018,R_2019,R_2020,R_2021,R_2022,R_2023,R_2024,R_2025,R_2026
FRA40,be_at_2.0,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 2.0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",363,338,-0.1486,-1.639,-79.01,87,81,-0.1009,-0.547,-18.32,450,419,-0.1394,-1.713,-90.96,38,39,-0.4157,-1.739,-26.76,205,198,-0.0633,-0.458,-37.66,-0.0633,-0.1735,,,,,,,,-13.0,-36.5,-55.0,-33.7
FRA40,partial_1.0,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 1.0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",363,338,-0.1617,-2.276,-77.55,87,81,-0.1551,-1.105,-16.7,450,419,-0.1604,-2.53,-89.5,38,39,-0.2886,-1.523,-17.93,205,198,-0.0423,-0.386,-34.43,-0.0423,-0.19,,,,,,,,-8.7,-46.9,-52.0,-31.9
FRA40,partial_1.5,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 1.5, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",363,338,-0.1535,-1.99,-78.3,87,81,-0.1235,-0.811,-17.89,450,419,-0.1477,-2.146,-88.25,38,39,-0.2755,-1.329,-17.86,205,198,-0.0288,-0.244,-34.49,-0.0288,-0.1669,,,,,,,,-5.9,-36.1,-50.8,-28.9
FRA40,partial_2.0,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 2.0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",363,338,-0.1404,-1.699,-73.88,87,81,-0.0861,-0.521,-17.64,450,419,-0.1299,-1.757,-82.33,38,39,-0.2623,-1.142,-18.43,205,198,-0.0603,-0.478,-36.19,-0.0603,-0.1657,,,,,,,,-12.4,-42.3,-45.5,-26.7
FRA40,partial_3.0,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 3.0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",363,338,-0.096,-1.014,-68.42,87,81,-0.076,-0.402,-19.73,450,419,-0.0922,-1.088,-75.78,38,39,-0.2935,-1.091,-22.26,205,198,-0.0502,-0.358,-35.76,-0.0502,-0.1316,,,,,,,,-10.3,-32.8,-41.1,-20.3
FRA40,trail_1.0,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 1.0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",363,338,-0.1072,-1.672,-59.44,87,81,-0.2132,-1.757,-22.32,450,419,-0.1277,-2.247,-73.77,38,39,-0.2566,-1.842,-11.93,205,198,-0.0285,-0.272,-27.79,-0.0285,-0.1504,,,,,,,,-5.9,-35.9,-39.0,-29.7
FRA40,trail_1.5,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 1.5, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",363,338,-0.1309,-1.672,-76.98,87,81,-0.2769,-1.996,-27.42,450,419,-0.1591,-2.318,-98.97,38,39,-0.2983,-1.451,-19.16,205,198,-0.1216,-1.051,-43.83,-0.1216,-0.1704,,,,,,,,-24.9,-28.8,-55.7,-34.3
FRA40,trail_2.0,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 2.0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",363,338,-0.1477,-1.725,-77.29,87,81,-0.1324,-0.767,-22.41,450,419,-0.1447,-1.887,-93.62,38,39,-0.3232,-1.393,-23.25,205,198,-0.0962,-0.743,-45.34,-0.0962,-0.1679,,,,,,,,-19.7,-31.7,-56.0,-30.5
FRA40,trail_3.0,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 3.0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",363,338,-0.0901,-0.953,-65.14,87,81,-0.0384,-0.202,-19.42,450,419,-0.0801,-0.946,-71.06,38,39,-0.362,-1.399,-24.72,205,198,-0.0226,-0.16,-32.65,-0.0226,-0.1197,,,,,,,,-4.6,-27.5,-38.8,-23.0
FRA40,runner_noTP_120,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 0, ""std_sl"": 25, ""std_tp"": 0, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",363,338,-0.0651,-0.538,-89.89,87,81,-0.018,-0.069,-22.29,450,419,-0.056,-0.511,-99.21,38,39,0.101,0.205,-19.48,205,198,-0.0204,-0.1,-55.35,-0.0204,-0.0901,,,,,,,,-4.2,-2.4,-65.3,14.6
FRA40,runner_noTP_trail1.5_close,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 999, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 0, ""std_sl"": 25, ""std_tp"": 0, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 1.5, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",363,338,-0.0939,-1.042,-80.61,87,81,-0.2897,-2.064,-32.02,450,419,-0.1318,-1.696,-105.79,38,39,-0.2383,-0.961,-19.99,205,198,-0.1316,-1.095,-46.65,-0.1316,-0.1422,,,,,,,,-27.0,-12.7,-55.2,-30.9
FRA40,runner_noTP_be1_trail2_close,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 999, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 0, ""std_sl"": 25, ""std_tp"": 0, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 1.0, ""partial"": 0, ""trail"": 2.0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",363,338,-0.1331,-1.381,-90.05,87,81,-0.2797,-1.897,-30.61,450,419,-0.1614,-1.949,-116.71,38,39,-0.4744,-2.341,-23.14,205,198,-0.0641,-0.474,-37.66,-0.0641,-0.18,,,,,,,,-13.1,-29.2,-63.6,-38.8
FRA40,pullback_0.3_5,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""pb"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",363,250,-0.1292,-1.64,-73.04,87,59,-0.0583,-0.357,-16.58,450,309,-0.1155,-1.627,-80.25,38,29,-0.1407,-0.56,-8.59,205,142,-0.0911,-0.837,-28.22,-0.0911,-0.1361,,,,,,,,-18.7,-29.7,-32.3,-29.3
FRA40,pullback_0.3_15,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""pb"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",363,275,-0.1876,-2.301,-91.17,87,68,0.0199,0.112,-16.99,450,343,-0.1475,-1.984,-90.38,38,31,-0.2034,-0.789,-10.12,205,164,-0.0403,-0.341,-29.17,-0.0403,-0.1663,,,,,,,,-8.3,-32.9,-37.4,-42.4
FRA40,pullback_0.5_5,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""pb"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",363,205,-0.0593,-0.816,-40.87,87,45,0.0067,0.045,-12.01,450,250,-0.0466,-0.713,-39.22,38,21,-0.2479,-1.384,-11.15,205,114,-0.0904,-0.916,-27.69,-0.0904,-0.0715,,,,,,,,-18.5,-16.1,-2.5,-35.9
FRA40,pullback_0.5_15,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""pb"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",363,245,-0.0899,-1.154,-48.17,87,54,-0.0181,-0.113,-9.87,450,299,-0.076,-1.085,-48.04,38,26,-0.2919,-1.362,-12.82,205,144,-0.0463,-0.415,-30.75,-0.0463,-0.1077,,,,,,,,-9.5,-25.9,-6.8,-46.4
FRA40,gap_with_0,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""with"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",363,175,-0.0675,-0.984,-41.83,87,46,-0.1203,-0.835,-15.14,450,221,-0.0777,-1.255,-48.02,38,22,-0.1398,-0.635,-14.38,205,110,0.0026,0.025,-14.59,0.0026,-0.1009,,,,,,,,0.5,-47.3,-10.4,-11.2
FRA40,gap_with_50,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""with"", ""gap_min"": 50, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",363,127,-0.0405,-0.683,-29.2,87,32,-0.1161,-0.941,-13.42,450,159,-0.0551,-1.031,-35.03,38,15,0.0797,0.398,-7.63,205,81,0.0143,0.17,-12.86,0.0143,-0.0855,,,,,,,,2.9,-38.5,-9.1,-3.3
FRA40,gap_against_0,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""against"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",363,163,-0.0281,-0.415,-47.13,87,35,0.0427,0.332,-8.82,450,198,-0.0144,-0.24,-43.83,38,17,-0.1349,-0.808,-10.83,205,85,-0.093,-1.067,-29.46,-0.093,-0.0318,,,,,,,,-19.1,13.5,-32.4,-6.3
FRA40,gap_against_50,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""against"", ""gap_min"": 50, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",363,126,0.0098,0.158,-33.24,87,28,0.0599,0.505,-7.4,450,154,0.0195,0.354,-31.43,38,8,0.0875,0.627,-4.77,205,61,-0.0698,-0.92,-24.08,-0.0698,-0.0051,,,,,,,,-14.3,18.0,-19.9,2.0
FRA40,body_min_0.3,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none""}",363,277,-0.1784,-2.127,-84.71,87,63,-0.1979,-1.2,-19.51,450,340,-0.1822,-2.435,-98.8,38,35,-0.2621,-1.02,-23.54,205,156,-0.0474,-0.381,-26.14,-0.0474,-0.2084,,,,,,,,-9.7,-52.4,-70.8,-18.3
FRA40,body_min_0.5,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none""}",363,204,-0.1587,-2.283,-82.55,87,42,-0.2325,-1.892,-19.04,450,246,-0.173,-2.839,-95.15,38,30,-0.3309,-1.499,-19.97,205,125,-0.072,-0.669,-30.36,-0.072,-0.1863,,,,,,,,-14.8,-43.8,-67.1,-19.2
FRA40,volf_skip_low,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""skip_low"", ""dow"": ""none""}",363,292,-0.0665,-0.729,-54.77,87,73,-0.1378,-0.752,-19.45,450,365,-0.0803,-0.983,-69.13,38,33,-0.2727,-1.085,-21.33,205,163,0.0337,0.25,-26.74,0.0337,-0.1191,,,,,,,,6.9,-27.7,-38.3,-19.5
FRA40,volf_skip_high,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""skip_high"", ""dow"": ""none""}",363,291,-0.1302,-1.51,-70.5,87,73,-0.0173,-0.093,-12.3,450,364,-0.1084,-1.382,-75.11,38,35,-0.2621,-1.02,-22.83,205,174,-0.0243,-0.179,-39.12,-0.0243,-0.1663,,,,,,,,-5.0,-57.2,-48.1,-9.6
FRA40,volf_mid,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""mid"", ""dow"": ""none""}",363,245,-0.1011,-1.255,-54.98,87,65,-0.0775,-0.439,-12.68,450,310,-0.0966,-1.315,-66.47,38,29,-0.26,-1.122,-20.85,205,139,0.0546,0.425,-30.37,0.0546,-0.1527,,,,,,,,11.2,-51.1,-43.5,-11.7
FRA40,skip_mon,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""mon""}",363,268,-0.1563,-1.858,-76.43,87,67,-0.0111,-0.061,-13.24,450,335,-0.1282,-1.678,-74.76,38,32,-0.168,-0.674,-18.54,205,157,-0.0493,-0.411,-33.44,-0.0493,-0.1307,,,,,,,,-10.1,-18.7,-47.8,-22.4
FRA40,skip_fri,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""fri""}",363,282,-0.0629,-0.713,-47.27,87,60,0.0445,0.26,-17.87,450,342,-0.0421,-0.536,-49.34,38,33,-0.1464,-0.549,-18.43,205,156,-0.0701,-0.54,-41.27,-0.0701,-0.0912,,,,,,,,-14.4,-37.9,-25.4,0.3
UK100,LIVE_COMP,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",367,333,-0.2742,-2.939,-104.49,92,95,-0.2076,-1.156,-36.66,459,428,-0.2608,-3.149,-128.3,23,26,0.0374,0.086,-10.71,201,173,-0.2427,-1.912,-63.1,-0.2427,-0.3099,,,,,,,,-48.8,-83.5,-68.6,-44.1
UK100,LIVE_COMP+MA100,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""be_at"": 0, ""partial"": 0, ""trail"": 0, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""gap_min"": 0, ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none""}",367,281,-0.2205,-2.554,-86.49,92,75,-0.2575,-1.668,-30.12,459,356,-0.2279,-3.013,-111.04,23,26,0.0374,0.086,-10.71,201,125,-0.1617,-1.473,-45.53,-0.1617,-0.2645,,,,,,,,-32.5,-65.1,-60.8,-41.5
